children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,376036.5437,64,secondary education,1,civil partnership,1,F,retiree,0,107714.4738,having a wedding
0,-1366.798471,37,secondary education,1,married,0,M,employee,1,113609.5103,to get asupplementary education
1,-1361.457301,56,SECONDARY EDUCATION,1,civil partnership,1,M,employee,0,58079.67002,purchase of the house
0,-2158.784635,31,secondary education,1,married,0,F,employee,0,132644.4473,property renovation
2,-5247.824911,38,masters degree,0,married,0,F,employee,0,285075.3902,real estate transactions
1,-538.1546879,23,masters degree,0,married,0,F,employee,0,272498.0684,housing transactions
0,-6705.215808,46,secondary education,1,married,0,F,employee,0,179771.2339,buying property for renting out
0,-635.6675016,29,secondary education,1,married,0,M,employee,0,117759.4507,transactions with my real estate
0,382423.3508,52,secondary education,1,unmarried,4,F,retiree,0,76147.55307,to become educated
0,-582.5384133,28,Masters Degree,0,unmarried,4,F,employee,0,439280.1534,going to university
0,-10978.678,51,secondary education,1,married,0,M,employee,0,158385.0452,to buy a car
0,389061.7956,61,secondary education,1,married,0,F,retiree,0,72954.42629,purchase of my own house
-1,-1361.258696,46,masters degree,0,married,0,F,employee,0,143008.4549,construction of own property
0,-507.4030922,46,secondary education,1,married,0,F,employee,0,73986.29272,building a real estate
1,335140.3131,62,secondary education,1,widow / widower,2,F,retiree,0,158744.0981,housing
0,-210.8798084,62,SECONDARY EDUCATION,1,married,0,F,employee,0,98635.4836,education
0,369236.7481,52,secondary education,1,married,0,F,retiree,0,48975.10488,buy residential real estate
0,-141.7448255,40,secondary education,1,married,0,F,partner,0,136677.283,transactions with the residential real estate
0,-1034.235465,35,secondary education,1,civil partnership,1,M,employee,0,103892.7553,cars
0,-1155.378328,39,secondary education,1,civil partnership,1,F,employee,0,133178.4094,real estate transactions
0,350896.7896,67,secondary education,1,widow / widower,2,F,retiree,0,96021.49419,purchase of the house for my family
3,-1066.90409,39,primary education,3,married,0,M,employee,0,105973.6451,buy real estate
0,-8182.224012,48,bachelor degree,2,married,0,F,partner,0,397076.6174,building a real estate
0,-1136.982472,26,secondary education,1,unmarried,4,M,employee,0,256062.2631,to get asupplementary education
0,-2364.701883,45,secondary education,1,married,0,F,employee,0,134077.9972,buy commercial real estate
0,-418.1543629,46,SECONDARY EDUCATION,1,married,0,M,employee,0,224152.6965,to get asupplementary education
0,358241.7221,62,secondary education,1,civil partnership,1,F,retiree,0,280107.403,to get asupplementary education
0,-3723.911207,33,masters degree,0,married,0,M,employee,0,341106.2179,housing transactions
3,-449.1979157,43,Secondary Education,1,married,0,M,employee,0,199544.4476,building a real estate
0,-1211.730893,48,secondary education,1,married,0,F,employee,0,84335.44264,housing
0,-141.2974647,41,secondary education,1,civil partnership,1,F,employee,0,73993.64223,building a property
0,-1263.218486,26,secondary education,1,unmarried,4,F,employee,0,135443.6108,housing transactions
0,-2753.908868,24,masters degree,0,unmarried,4,M,partner,0,127272.6412,to get asupplementary education
0,-1762.061843,38,secondary education,1,civil partnership,1,F,partner,0,228392.6096,having a wedding
0,347231.937,62,secondary education,1,married,0,F,retiree,0,113434.6585,property
0,-1100.623481,56,masters degree,0,civil partnership,1,M,employee,1,171433.8926,university education
0,394178.8215,58,secondary education,1,civil partnership,1,F,retiree,0,155649.9588,wedding ceremony
3,-519.5644575,32,Secondary Education,1,married,0,M,employee,0,189870.0129,purchase of the house for my family
1,-1355.708232,37,secondary education,1,married,0,F,employee,0,178921.979,education
0,-3677.654406,29,masters degree,0,divorced,3,F,employee,0,103765.7211,university education
1,-727.0358693,42,secondary education,1,married,0,F,employee,0,134619.0177,buying a second-hand car
0,-2859.304841,48,secondary education,1,married,0,M,partner,0,288762.2302,property
1,-432.751262,38,masters degree,0,married,0,F,employee,0,413777.7898,building a real estate
0,-1321.770009,48,secondary education,1,unmarried,4,F,employee,0,207093.0053,housing
0,-1465.016596,51,secondary education,1,civil partnership,1,F,partner,0,144729.6238,having a wedding
2,-2329.600162,31,secondary education,1,married,0,M,employee,0,288987.2406,housing
1,-2314.306068,47,secondary education,1,married,0,F,employee,0,56720.4612,supplementary education
0,,48,secondary education,1,married,0,F,employee,0,,building a real estate
0,,64,secondary education,1,widow / widower,2,F,retiree,0,,supplementary education
0,,47,secondary education,1,divorced,3,M,civil servant,0,,car purchase
1,-2043.407643,37,secondary education,1,married,0,F,employee,0,105649.4111,to buy a car
0,-376.7870129,43,secondary education,1,married,0,F,employee,0,195543.6209,buying property for renting out
0,388783.854,55,secondary education,1,widow / widower,2,F,retiree,0,65701.26645,buy real estate
0,-927.9942084,54,secondary education,1,widow / widower,2,M,employee,1,159265.525,cars
0,,27,secondary education,1,civil partnership,1,M,employee,0,,housing transactions
0,-1468.841315,42,secondary education,1,divorced,3,F,employee,1,151750.0949,real estate transactions
0,,37,masters degree,0,married,0,M,partner,0,,second-hand car purchase
0,357477.9986,52,secondary education,1,divorced,3,M,retiree,0,87649.10204,buying property for renting out
0,-902.2565715,26,masters degree,0,married,0,F,partner,0,108059.5666,going to university
2,-428.8752173,34,secondary education,1,married,0,F,employee,0,115532.0594,purchase of a car
0,,63,secondary education,1,married,0,M,employee,0,,construction of own property
1,-3682.968748,54,masters degree,0,married,0,M,employee,0,196508.4961,transactions with the residential real estate
0,-4578.096097,48,Masters Degree,0,married,0,F,partner,0,177539.8586,property
1,-320.3793058,47,secondary education,1,civil partnership,1,F,employee,0,107165.1013,wedding ceremony
1,-1945.737254,31,secondary education,1,married,0,F,partner,0,84099.63108,to get asupplementary education
3,-3916.663876,35,secondary education,1,married,0,F,employee,0,124533.9154,housing
0,-5993.577205,41,masters degree,0,married,0,F,employee,0,76304.3744,going to university
0,,66,secondary education,1,married,0,F,retiree,0,,getting higher education
0,-946.2718375,36,masters degree,0,married,0,M,partner,0,255087.7491,property
0,-2531.495499,55,Secondary Education,1,married,0,F,partner,0,118548.1084,property
1,-162.9369525,0,secondary education,1,civil partnership,1,F,employee,0,106956.8003,to buy a car
0,373147.9769,62,secondary education,1,civil partnership,1,F,retiree,0,136593.7286,profile education
0,-2276.651444,29,secondary education,1,married,0,M,employee,0,118963.7959,housing transactions
0,378393.6763,63,secondary education,1,civil partnership,1,F,retiree,0,159926.5463,having a wedding
1,-596.7073877,37,secondary education,1,unmarried,4,F,employee,0,206210.1252,construction of own property
1,-1468.611965,36,primary education,3,married,0,F,employee,0,73381.74421,transactions with the residential real estate
1,,22,masters degree,0,married,0,F,partner,0,,getting higher education
0,-1361.880831,33,masters degree,0,married,0,F,partner,0,87267.84565,purchase of the house for my family
0,-470.6914403,42,secondary education,1,married,0,M,partner,0,343883.7952,property renovation
0,-2346.561694,58,secondary education,1,married,0,M,employee,0,231925.0601,to become educated
1,363984.4921,58,secondary education,1,married,0,F,retiree,0,65774.90808,building a property
0,-3374.965151,32,secondary education,1,unmarried,4,M,employee,0,154594.1496,buy real estate
0,353284.7495,56,secondary education,1,married,0,F,retiree,0,433149.8116,to become educated
0,351717.3899,65,masters degree,0,married,0,M,retiree,0,708927.1976,transactions with the residential real estate
2,-755.8358742,31,secondary education,1,married,0,M,employee,0,119323.2823,getting higher education
0,,53,secondary education,1,married,0,F,retiree,0,,transactions with my real estate
0,-664.8046072,32,secondary education,1,civil partnership,1,M,employee,0,115514.2202,to have a wedding
0,-120.1797144,41,secondary education,1,civil partnership,1,F,employee,0,131664.4287,wedding ceremony
0,-3099.134989,56,masters degree,0,married,0,M,partner,0,342818.6064,buying a second-hand car
1,-3268.293688,39,secondary education,1,married,0,F,employee,0,95785.70505,building a property
0,-4430.853355,52,secondary education,1,married,0,M,employee,0,232386.3983,real estate transactions
0,-517.4187112,35,SECONDARY EDUCATION,1,married,0,M,employee,0,174693.5449,real estate transactions
1,-1931.26719,29,secondary education,1,married,0,F,employee,0,86626.85962,building a property
0,-2059.696763,22,masters degree,0,civil partnership,1,F,employee,0,138160.6738,housing transactions
2,-746.9135105,29,masters degree,0,married,0,F,employee,0,217341.3137,buy real estate
0,-1493.626193,26,masters degree,0,married,0,F,partner,0,190014.5834,buying my own car
2,,37,SECONDARY EDUCATION,1,civil partnership,1,F,employee,0,,property renovation
2,,27,secondary education,1,married,0,M,employee,0,,buying my own car
0,335135.2547,72,primary education,3,married,0,F,retiree,0,93834.40604,getting higher education
3,-3262.280865,42,secondary education,1,married,0,F,employee,0,96606.61612,to get asupplementary education
2,-2314.031293,28,secondary education,1,married,0,F,partner,0,134831.3747,real estate transactions
0,-469.0398853,32,secondary education,1,civil partnership,1,M,employee,0,116759.5044,to have a wedding
1,-1422.217661,38,masters degree,0,divorced,3,F,employee,0,156230.8797,to become educated
2,,38,secondary education,1,married,0,M,employee,0,,purchase of a car
0,373745.7088,51,MASTERS DEGREE,0,married,0,F,retiree,1,490154.6516,buy real estate
0,,61,secondary education,1,married,0,F,retiree,0,,purchase of my own house
0,-1040.56449,20,secondary education,1,unmarried,4,M,civil servant,0,248725.328,property
0,-4264.833642,36,Secondary Education,1,married,0,M,employee,0,251179.3627,property
0,-2916.675047,38,secondary education,1,civil partnership,1,F,civil servant,0,73407.14016,buying property for renting out
0,-5716.728488,39,secondary education,1,married,0,M,employee,0,53873.15978,second-hand car purchase
2,-1873.421741,41,Secondary Education,1,married,0,M,employee,0,143206.1778,building a real estate
2,-840.6826577,39,secondary education,1,married,0,M,employee,0,95390.25137,housing transactions
0,-6908.173609,44,secondary education,1,married,0,F,employee,0,124837.464,property
0,-1520.564014,53,masters degree,0,unmarried,4,F,partner,0,169408.4428,buying property for renting out
0,-902.9857066,31,BACHELOR DEGREE,2,married,0,F,employee,0,77008.50278,housing
0,333237.4737,64,Secondary Education,1,married,0,F,retiree,0,108138.3867,second-hand car purchase
0,-981.0005508,31,secondary education,1,married,0,M,employee,0,202910.2893,to buy a car
1,-2367.503157,40,secondary education,1,married,0,F,employee,0,99142.77337,building a property
0,,57,secondary education,1,widow / widower,2,F,employee,0,,property
0,-264.6750269,39,secondary education,1,married,0,M,employee,0,164678.9138,building a real estate
1,-1008.649374,41,secondary education,1,married,0,F,employee,0,110847.672,profile education
1,-180.8600733,31,secondary education,1,unmarried,4,F,employee,1,121830.1156,to own a car
0,-8064.201957,59,secondary education,1,civil partnership,1,F,employee,0,252843.3276,real estate transactions
1,-2219.07374,40,masters degree,0,unmarried,4,F,employee,0,126207.5303,housing
2,-2970.090619,33,secondary education,1,married,0,F,employee,1,146768.2304,car
0,343252.2164,53,secondary education,1,civil partnership,1,F,retiree,0,138089.8607,wedding ceremony
0,-2683.147542,32,secondary education,1,divorced,3,M,employee,0,141133.6736,buying my own car
0,-1179.943262,41,secondary education,1,married,0,F,partner,0,145077.4382,supplementary education
1,-2838.063664,34,secondary education,1,married,0,F,employee,0,80858.15081,cars
0,347045.6268,52,secondary education,1,married,0,F,retiree,0,72561.72359,getting higher education
0,-9450.975927,43,masters degree,0,married,0,F,partner,0,165233.2531,purchase of a car
1,-2652.996066,58,secondary education,1,married,0,F,partner,0,105892.4709,car purchase
1,-3079.831379,46,secondary education,1,married,0,F,employee,0,127518.4743,education
0,-2417.481224,61,secondary education,1,divorced,3,F,civil servant,0,140930.8619,purchase of the house for my family
0,-3793.549354,43,secondary education,1,civil partnership,1,F,employee,0,173141.4593,having a wedding
2,-810.8506308,31,secondary education,1,divorced,3,F,employee,0,148314.2319,purchase of my own house
1,-1787.204652,32,secondary education,1,married,0,M,employee,0,69890.28129,construction of own property
0,-117.8915744,25,secondary education,1,unmarried,4,M,employee,0,109851.1139,building a real estate
1,-245.012553,40,secondary education,1,married,0,F,employee,0,139745.1419,transactions with my real estate
0,-11137.75654,46,masters degree,0,unmarried,4,F,partner,0,210061.2177,purchase of my own house
1,-204.1778012,29,secondary education,1,married,0,F,partner,0,39014.50633,car purchase
0,395141.1002,64,secondary education,1,widow / widower,2,F,retiree,0,187942.8446,to buy a car
0,-2252.36323,38,MASTERS DEGREE,0,married,0,F,employee,0,97916.51424,buying property for renting out
0,369063.5208,56,masters degree,0,married,0,F,retiree,0,248761.9196,construction of own property
0,-10762.05247,53,secondary education,1,married,0,M,partner,0,79232.32368,housing transactions
0,-447.6059177,26,secondary education,1,unmarried,4,F,employee,0,101810.4781,going to university
0,-110.9302322,33,secondary education,1,unmarried,4,M,partner,0,123303.4945,buying property for renting out
0,-725.4771309,28,bachelor degree,2,married,0,M,partner,0,70993.20791,building a real estate
0,378969.9558,59,secondary education,1,divorced,3,F,retiree,0,84332.53406,property
0,-941.5878164,58,secondary education,1,civil partnership,1,F,employee,0,79379.26953,having a wedding
0,387666.7733,59,secondary education,1,civil partnership,1,F,retiree,0,152394.2472,to have a wedding
0,,49,secondary education,1,married,0,F,employee,0,,car purchase
0,-1274.545035,41,secondary education,1,divorced,3,F,employee,0,289550.6672,going to university
1,-355.8786896,40,masters degree,0,married,0,F,employee,1,151395.3649,purchase of the house
1,-1277.237964,33,masters degree,0,married,0,M,employee,0,176256.1609,real estate transactions
0,-1776.451161,23,Secondary Education,1,unmarried,4,M,employee,0,222181.9085,education
2,-30.19533716,47,secondary education,1,civil partnership,1,M,partner,0,231461.1856,wedding ceremony
0,338816.2485,53,secondary education,1,married,0,M,retiree,0,132712.7934,car purchase
0,-2747.548926,30,masters degree,0,married,0,M,employee,0,236414.4328,transactions with my real estate
0,-912.8116585,51,secondary education,1,married,0,M,employee,0,110637.2062,buy commercial real estate
0,-553.9130539,58,bachelor degree,2,civil partnership,1,F,partner,0,158444.4349,to have a wedding
0,-307.810515,34,secondary education,1,civil partnership,1,F,partner,0,165304.1906,buy commercial real estate
0,,40,secondary education,1,divorced,3,M,employee,0,,housing
0,381450.8884,58,secondary education,1,divorced,3,M,retiree,0,78613.41406,to get asupplementary education
0,-1928.123732,67,secondary education,1,married,0,M,partner,0,254644.2538,to become educated
0,-997.7449662,46,secondary education,1,married,0,F,employee,0,122411.1711,to buy a car
1,-1572.762276,41,secondary education,1,married,0,F,employee,0,241187.0727,purchase of a car
0,-155.6196826,28,secondary education,1,married,0,M,employee,0,162354.3858,to own a car
0,-1316.013441,35,secondary education,1,unmarried,4,M,civil servant,0,326254.4772,buy commercial real estate
0,-3264.336897,46,secondary education,1,married,0,F,employee,0,82269.05695,purchase of my own house
2,-2225.922411,29,masters degree,0,married,0,M,civil servant,0,414076.9963,supplementary education
0,-1160.354226,25,bachelor degree,2,married,0,M,employee,0,175522.6233,second-hand car purchase
0,-275.9700355,57,secondary education,1,married,0,F,employee,0,82687.95651,going to university
0,-167.3231778,64,Secondary Education,1,unmarried,4,M,employee,0,81425.97869,purchase of my own house
0,-1686.419677,56,secondary education,1,married,0,F,partner,0,175056.6517,second-hand car purchase
1,-862.4252919,41,secondary education,1,married,0,F,partner,0,159314.5785,building a real estate
0,-199.693389,25,masters degree,0,married,0,F,partner,0,90720.16936,buying my own car
0,359787.4259,59,SECONDARY EDUCATION,1,unmarried,4,F,retiree,0,64046.56631,building a real estate
1,-189.8130517,25,bachelor degree,2,married,0,M,employee,0,149353.3156,purchase of the house
0,-3645.887512,50,masters degree,0,married,0,F,employee,0,167625.944,building a property
0,375585.1252,66,secondary education,1,married,0,M,retiree,0,110998.4982,buy residential real estate
1,-568.632332,44,secondary education,1,married,0,F,employee,0,352467.9173,buy commercial real estate
1,-1631.437777,29,masters degree,0,unmarried,4,F,employee,0,245778.148,to buy a car
0,-2665.324651,41,masters degree,0,married,0,M,employee,0,206175.9102,housing transactions
1,-5236.451085,38,masters degree,0,civil partnership,1,F,employee,0,207534.9757,purchase of the house
0,387041.3731,64,secondary education,1,married,0,F,retiree,0,46585.18729,university education
1,-1087.741605,27,masters degree,0,civil partnership,1,F,employee,0,281546.8863,wedding ceremony
0,-6741.284909,52,secondary education,1,married,0,F,partner,0,185740.4393,purchase of my own house
0,-214.4840109,53,secondary education,1,married,0,M,employee,0,80571.66652,buying a second-hand car
0,-3999.142325,60,secondary education,1,widow / widower,2,M,employee,1,257949.3167,buying my own car
0,347781.3573,58,secondary education,1,married,0,M,retiree,0,146550.547,getting an education
2,-888.162715,30,secondary education,1,married,0,M,employee,0,139038.0568,going to university
0,-3580.139571,51,secondary education,1,married,0,M,employee,0,95632.9904,building a real estate
0,-477.8086485,28,secondary education,1,civil partnership,1,M,employee,0,125532.0449,transactions with the residential real estate
0,-4330.381214,48,secondary education,1,civil partnership,1,F,employee,0,96257.03506,to have a wedding
2,-2344.962855,43,masters degree,0,civil partnership,1,F,civil servant,0,289327.8815,to have a wedding
0,329210.1088,62,secondary education,1,married,0,F,retiree,0,84798.74827,getting an education
20,,35,masters degree,0,unmarried,4,M,partner,0,,housing
0,-698.4214294,66,secondary education,1,married,0,M,partner,0,108847.6371,construction of own property
0,-9993.072062,47,secondary education,1,married,0,F,civil servant,0,141908.1319,car purchase
0,-8908.422866,44,masters degree,0,married,0,F,employee,0,88335.55975,property
1,-2146.950218,36,primary education,3,married,0,F,partner,0,273306.1805,buying property for renting out
1,-270.6608362,50,secondary education,1,married,0,F,employee,1,89669.1374,to buy a car
0,-523.1894306,55,secondary education,1,married,0,F,partner,0,146407.8826,car purchase
0,-1891.166321,54,Secondary Education,1,married,0,F,partner,0,140022.1793,purchase of the house for my family
0,-1606.263402,25,secondary education,1,married,0,F,employee,0,103166.4992,cars
0,397598.8132,63,masters degree,0,civil partnership,1,F,retiree,0,86216.22056,having a wedding
0,-2303.536142,54,Secondary Education,1,married,0,M,employee,0,167676.5285,profile education
0,-6772.29255,70,secondary education,1,civil partnership,1,F,partner,0,183679.0438,to have a wedding
0,-1664.430186,30,Secondary Education,1,unmarried,4,F,partner,0,69702.47822,real estate transactions
2,-1330.283431,38,secondary education,1,married,0,M,employee,0,66751.15134,education
0,-1920.515939,56,secondary education,1,married,0,M,partner,0,112789.6722,buy commercial real estate
0,-4560.880541,49,secondary education,1,married,0,F,employee,1,185214.6544,getting higher education
1,-8471.036463,42,secondary education,1,married,0,M,employee,0,197779.3568,transactions with the residential real estate
0,,40,SECONDARY EDUCATION,1,civil partnership,1,M,employee,0,,going to university
0,-1057.90701,31,masters degree,0,married,0,F,employee,0,154416.9548,purchase of the house
0,,31,secondary education,1,unmarried,4,F,partner,0,,transactions with the residential real estate
0,-1601.784231,31,secondary education,1,unmarried,4,M,employee,0,66592.54811,purchase of the house
3,-321.640557,37,masters degree,0,civil partnership,1,F,partner,0,172214.364,property
0,-1711.670801,51,masters degree,0,civil partnership,1,F,partner,0,138315.0569,to buy a car
0,389307.069,72,secondary education,1,widow / widower,2,F,retiree,0,66919.69966,building a property
1,-995.5497023,33,bachelor degree,2,married,0,F,partner,0,103338.5182,supplementary education
1,-429.5807978,42,bachelor degree,2,civil partnership,1,F,employee,0,241921.1369,to get asupplementary education
0,-906.5529807,39,SECONDARY EDUCATION,1,divorced,3,M,employee,0,271847.9499,second-hand car purchase
2,-1254.282283,32,secondary education,1,married,0,M,partner,0,99620.52995,buying a second-hand car
1,-773.8353335,34,secondary education,1,married,0,M,employee,0,127128.3105,building a real estate
0,-1163.492781,51,MASTERS DEGREE,0,married,0,F,employee,0,295230.1499,buy real estate
0,366244.9115,55,secondary education,1,married,0,F,retiree,0,170988.0875,construction of own property
0,-1340.971314,51,secondary education,1,married,0,M,employee,0,81666.4517,purchase of my own house
2,-440.8167842,31,secondary education,1,married,0,M,employee,0,62260.54347,transactions with my real estate
1,-244.0824554,30,masters degree,0,divorced,3,F,partner,0,394877.4662,buying property for renting out
0,354764.5717,57,secondary education,1,married,0,F,retiree,0,83707.78902,to own a car
0,340159.5524,66,Secondary Education,1,married,0,F,retiree,0,160309.864,buy residential real estate
0,335020.9267,56,SECONDARY EDUCATION,1,married,0,F,retiree,0,229226.5461,to become educated
0,-4051.650633,38,secondary education,1,married,0,F,employee,0,151405.7525,cars
0,-3671.578215,56,secondary education,1,married,0,F,employee,0,92650.57527,getting higher education
0,,44,masters degree,0,civil partnership,1,F,employee,0,,purchase of my own house
2,-1260.055505,41,MASTERS DEGREE,0,married,0,M,partner,0,118488.8008,real estate transactions
0,-1397.658046,56,secondary education,1,married,0,F,partner,1,109798.7842,buying property for renting out
0,394579.2995,57,secondary education,1,married,0,F,retiree,0,119256.1414,to own a car
0,-1983.104349,31,masters degree,0,married,0,M,partner,0,191951.1153,buy real estate
2,-1310.052496,36,bachelor degree,2,civil partnership,1,M,employee,0,168589.7297,wedding ceremony
1,-112.7423766,39,masters degree,0,divorced,3,M,employee,0,77859.85691,to become educated
0,-182.5514771,37,masters degree,0,married,0,M,employee,0,220627.6306,to become educated
0,359726.6636,58,secondary education,1,married,0,M,retiree,0,40802.40548,building a real estate
0,-293.2201662,51,secondary education,1,married,0,M,employee,0,287787.7118,buy residential real estate
0,361895.5874,56,secondary education,1,widow / widower,2,F,retiree,0,220961.2929,purchase of the house for my family
2,-2827.27759,52,secondary education,1,married,0,M,partner,0,261253.6833,buy commercial real estate
0,-3077.614137,28,secondary education,1,married,0,F,employee,0,168756.2633,buying my own car
0,-6023.132303,46,SECONDARY EDUCATION,1,widow / widower,2,F,employee,0,178193.8202,buy commercial real estate
3,-3630.263557,38,secondary education,1,married,0,F,employee,0,242161.4398,buying property for renting out
0,-7601.636987,39,secondary education,1,unmarried,4,F,partner,0,174227.2397,housing
2,-524.7197961,47,SECONDARY EDUCATION,1,married,0,M,employee,0,131056.1566,buying my own car
0,-1753.795436,60,secondary education,1,unmarried,4,M,employee,0,349668.7865,car purchase
0,,41,Secondary Education,1,married,0,F,employee,0,,building a property
0,-2385.358043,26,masters degree,0,married,0,F,civil servant,0,131489.1879,buy real estate
0,-5141.904458,36,MASTERS DEGREE,0,married,0,F,employee,0,551844.243,construction of own property
0,-184.5109601,40,secondary education,1,married,0,M,employee,0,458670.0241,getting an education
0,-714.3361082,31,secondary education,1,unmarried,4,F,partner,0,126659.38,to buy a car
0,-300.9784562,41,masters degree,0,civil partnership,1,F,employee,0,205948.1739,wedding ceremony
0,-3176.177352,42,secondary education,1,unmarried,4,F,partner,0,145909.3085,university education
0,-132.6162337,29,masters degree,0,married,0,F,civil servant,1,275670.3112,university education
0,-381.8428197,58,secondary education,1,widow / widower,2,F,employee,0,134163.1867,buy residential real estate
0,,57,secondary education,1,widow / widower,2,F,retiree,0,,cars
1,373240.5491,66,secondary education,1,married,0,M,retiree,0,61648.41343,purchase of a car
0,368813.8937,57,secondary education,1,married,0,F,retiree,0,51242.11684,transactions with my real estate
0,-4837.973362,66,masters degree,0,married,0,M,civil servant,0,199903.8525,purchase of my own house
0,-2026.040492,32,masters degree,0,civil partnership,1,F,employee,0,144915.8376,cars
0,-4621.035333,33,masters degree,0,civil partnership,1,M,partner,0,438928.3227,to have a wedding
1,-3042.219084,36,secondary education,1,married,0,F,partner,0,162438.3143,transactions with the residential real estate
0,-1953.564903,54,SECONDARY EDUCATION,1,married,0,F,employee,0,108199.2472,to become educated
0,-2761.484453,71,secondary education,1,married,0,M,partner,0,203055.9881,cars
0,-4094.700698,48,secondary education,1,married,0,F,partner,0,288808.5345,buy commercial real estate
2,-3704.932679,37,secondary education,1,married,0,F,partner,0,205761.9578,transactions with my real estate
2,-3611.449281,44,masters degree,0,married,0,F,partner,0,125438.4745,transactions with the residential real estate
0,-646.5816773,29,secondary education,1,married,0,F,employee,0,129971.8674,getting an education
0,-10551.92214,53,secondary education,1,married,0,F,civil servant,0,218674.3788,purchase of a car
0,-2716.465908,48,secondary education,1,civil partnership,1,F,employee,0,307516.5549,property
1,-1202.761043,35,secondary education,1,married,0,F,employee,0,96988.95628,car purchase
0,-115.3684145,52,secondary education,1,married,0,F,employee,0,379053.3793,university education
0,-1370.678918,27,masters degree,0,married,0,F,employee,0,181793.1346,purchase of the house
0,363613.4778,55,Secondary Education,1,widow / widower,2,F,retiree,0,66204.59087,going to university
0,-1913.232953,43,secondary education,1,widow / widower,2,F,employee,0,126955.5595,transactions with my real estate
0,-1124.619628,35,secondary education,1,married,0,F,employee,0,213148.1461,to own a car
0,-1155.710965,25,bachelor degree,2,unmarried,4,M,employee,0,145138.0208,to buy a car
1,-3316.201813,34,secondary education,1,widow / widower,2,F,partner,1,142239.1677,education
0,-1376.878491,31,secondary education,1,civil partnership,1,F,employee,0,55270.13964,getting higher education
1,-1757.344692,45,secondary education,1,married,0,F,partner,0,198542.0354,car purchase
2,-6720.656976,48,secondary education,1,married,0,M,employee,0,216533.6283,buying property for renting out
0,-3034.837033,58,secondary education,1,divorced,3,F,partner,0,174501.5711,to own a car
0,-278.1571126,34,masters degree,0,civil partnership,1,M,partner,0,203878.9472,buy commercial real estate
0,-1139.649272,25,SECONDARY EDUCATION,1,unmarried,4,M,employee,0,231812.0091,housing transactions
0,-3690.787099,53,secondary education,1,divorced,3,F,employee,1,276281.8418,profile education
0,-679.1044866,47,secondary education,1,married,0,F,employee,0,196944.2013,to own a car
0,-4334.282878,43,secondary education,1,married,0,F,employee,0,104949.5708,getting higher education
2,-1402.147751,27,Masters Degree,0,married,0,F,employee,0,398037.0046,education
0,-3090.011801,32,secondary education,1,married,0,F,employee,0,115334.5486,buy real estate
0,-3221.329933,53,secondary education,1,married,0,F,employee,0,170230.0573,purchase of a car
3,-3130.572403,40,secondary education,1,married,0,F,employee,0,176677.4604,going to university
0,-404.9687192,25,secondary education,1,unmarried,4,M,employee,1,80039.40994,real estate transactions
1,-670.4488723,29,secondary education,1,married,0,M,employee,1,142495.3645,cars
2,-1698.858469,38,secondary education,1,married,0,F,employee,0,80586.27176,buying property for renting out
0,-9281.993545,57,Secondary Education,1,married,0,M,partner,0,122860.9502,property renovation
0,,22,Secondary Education,1,married,0,F,employee,0,,second-hand car purchase
0,-248.7062386,26,masters degree,0,divorced,3,F,partner,0,169125.9796,purchase of my own house
2,-1394.302246,30,masters degree,0,married,0,F,partner,0,196428.1294,to buy a car
0,369573.161,54,secondary education,1,widow / widower,2,F,retiree,0,210528.3609,purchase of the house for my family
1,-1008.784193,22,secondary education,1,married,0,F,employee,0,100614.0265,housing
0,-2300.117387,31,secondary education,1,married,0,F,employee,0,102295.9709,supplementary education
0,-2232.32307,52,masters degree,0,married,0,M,employee,0,233655.0389,cars
2,-2380.036954,34,secondary education,1,civil partnership,1,F,employee,0,134363.7871,wedding ceremony
0,,30,secondary education,1,married,0,M,employee,0,,building a real estate
0,378203.053,64,secondary education,1,married,0,F,retiree,0,94535.97613,building a real estate
0,,32,masters degree,0,unmarried,4,F,civil servant,0,,profile education
0,-941.5004215,33,SECONDARY EDUCATION,1,civil partnership,1,F,employee,0,129765.6635,having a wedding
0,-839.7100936,22,bachelor degree,2,civil partnership,1,F,partner,0,86692.45838,building a real estate
0,-1539.372623,26,secondary education,1,married,0,F,employee,0,97709.07161,buying my own car
0,370903.2765,56,secondary education,1,married,0,M,retiree,0,150995.796,housing
1,-1704.424271,33,secondary education,1,married,0,M,employee,0,155791.7068,getting higher education
0,-1394.986432,50,secondary education,1,married,0,M,employee,0,151754.9214,transactions with my real estate
0,-1462.702273,43,secondary education,1,married,0,F,employee,0,110733.1598,to buy a car
2,-1472.565123,33,masters degree,0,married,0,F,employee,0,290709.0961,real estate transactions
0,400691.3997,56,secondary education,1,civil partnership,1,F,retiree,0,381408.6524,buying a second-hand car
0,,67,Secondary Education,1,widow / widower,2,F,retiree,0,,construction of own property
1,-4929.195349,51,secondary education,1,civil partnership,1,F,civil servant,0,94120.11918,to have a wedding
0,-4897.166065,60,SECONDARY EDUCATION,1,married,0,F,partner,0,128152.9315,property
0,-2681.507128,28,secondary education,1,married,0,M,partner,0,216042.9131,second-hand car purchase
1,-1821.048262,44,secondary education,1,married,0,M,employee,0,286482.0017,buy commercial real estate
0,372452.5843,66,secondary education,1,widow / widower,2,F,retiree,0,161994.5936,housing transactions
0,-356.0464932,36,secondary education,1,unmarried,4,M,employee,0,108688.7062,buying a second-hand car
